ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
285	0,79,6,0,0,0,6,0,55,0,0,335,0	0,10,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,1,12,0,0,0,0	0,0,0,0,0,2,0,0,0,0	382	150
286	0,0,0,0,0,196,0,0,0,0,0,0,0	8,0,0,0,0,12,0,143,37,0,0,0,0	0,0,0,0,0,0,0,39,0,35	0,0,0,0,0,41,30,0,0,0	559	150
307	0,0,254,0,1,0,0,0,21,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,48,91,0,15	0,0,0,0,0,0,0,0,0,5	655	150
310	2,0,0,0,0,175,0,0,0,0,0,0,0	0,309,10,0,87,86,0,6,10,0,86,1,0	0,0,0,0,2,0,0,0,0,0	0,224,0,0,44,102,730,1,123,0	777	150
314	40,0,0,0,8,0,0,37,0,0,0,0,0	0,63,0,0,0,0,0,0,1,0,0,0,1	0,0,0,0,0,0,1,0,0,0	0,0,0,0,1,29,439,0,0,63	305	150
315	0,96,0,0,130,0,0,0,0,0,0,0,0	0,1,0,197,0,90,0,231,0,0,0,27,1588	0,0,0,0,0,0,0,0,348,2	0,0,0,0,0,146,354,1,0,109	263	150
316	0,12,0,0,0,78,0,0,0,0,0,0,154	0,53,0,0,0,142,0,0,11,0,24,333,0	0,0,0,0,9,156,201,0,0,0	0,0,0,0,10,88,208,0,0,59	518	150
318	8,85,0,0,0,79,0,0,15,7,0,0,154	0,0,0,0,0,0,0,0,0,0,170,0,0	0,6,0,0,9,156,375,0,0,76	0,0,0,0,0,99,0,0,0,0	768	150
319	86,0,0,0,0,0,0,0,0,0,0,266,0	0,0,0,0,0,0,0,422,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,64,0,0	3058	150
323	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,423,0	0,0,0,0,0,0,0,0,0,60	0,0,0,0,0,0,0,0,0,0	375	150
325	0,0,0,0,0,0,0,0,12,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,7,0,0,0	289	150
327	31,64,0,0,0,0,0,0,42,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,174,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,18	582	150
328	0,0,0,0,0,0,0,0,29,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,93,0,0,0,0,0,0	101,0,0,0,0,0,0,0,0,0	237	150
329	0,0,0,0,0,0,0,0,22,0,0,0,0	0,0,0,0,0,0,0,441,0,0,2,1,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,108,0	295	150
337	22,33,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,58,1,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,29,0,0,0,98	459	150
338	0,33,0,0,0,0,0,0,0,0,0,0,0	33,0,0,0,0,22,0,0,43,0,0,0,0	0,0,0,0,0,0,0,0,6,0	0,0,0,0,0,8,0,0,146,26	378	150
339	0,33,0,0,0,0,0,0,0,0,0,0,0	20,0,379,0,0,0,0,0,0,0,0,1,0	0,60,0,0,0,11,19,0,39,0	0,0,0,0,0,2,0,0,247,0	650	150
341	81,412,8,0,0,384,179,243,118,0,739,175,0	0,0,0,0,0,0,0,0,0,0,0,0,0	638,1881,0,0,47,345,363,153,495,34	0,0,0,0,0,0,0,55,0,0	3295	150
342	0,0,0,295,0,0,0,0,4,0,0,0,0	3,1,0,0,225,0,1,0,16,0,0,0,0	1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,7,0,0,0,0	240	150
361	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,12,0,0,0,0	0,0,0,0,0,12,0,0,0,235	0,0,0,0,0,0,0,0,0,0	776	150
363	0,0,0,454,299,0,0,0,0,25,0,0,0	0,0,0,0,0,35,0,0,0,0,0,0,0	0,42,0,0,0,29,0,0,1,0	0,0,0,0,0,0,0,0,0,0	939	150
366	0,36,0,0,0,117,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,19,0,0,0	223	150
370	0,0,0,0,0,0,0,0,0,0,0,0,0	0,45,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,17,0	0,0,0,0,0,0,0,0,0,253	244	150
373	2,4,0,0,1,21,0,0,0,0,0,177,0	0,74,0,0,0,0,0,0,0,0,0,0,0	324,0,0,0,0,1,95,0,167,0	0,0,0,0,0,2,0,1,0,0	2586	150
374	1,70,1,93,0,1,2,2,14,1,3,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	38,141,0,0,0,0,266,72,214,288	0,0,0,0,0,1,0,0,1,0	411	150
376	0,0,0,23,0,0,0,0,30,0,0,0,0	0,187,171,0,7,0,0,0,0,0,1,0,0	0,0,0,0,247,75,0,99,0,0	0,0,0,0,0,0,0,0,0,0	461	150
381	0,0,262,0,0,0,0,0,0,0,18,0,0	0,55,96,30,0,4,0,22,0,0,832,2,0	0,0,0,0,0,0,55,0,0,0	0,235,0,0,0,139,29,0,72,1	302	150
382	2,0,0,0,0,0,0,0,29,0,0,0,0	0,29,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,4,0,0	277	150
383	0,64,0,0,0,11,0,0,4,0,0,0,0	3,183,59,0,0,9,0,0,19,1,102,0,0	0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,5,115,36,0,57	455	150
389	0,207,0,60,0,0,0,0,0,0,0,0,0	5,8,0,0,0,14,0,0,8,1,0,0,0	0,0,0,0,0,35,0,0,0,0	47,0,0,0,0,37,0,0,0,0	416	150
393	63,222,0,1,169,68,2,296,58,215,11,298,0	0,60,0,0,0,0,0,0,0,0,0,0,0	0,871,0,0,1,47,171,75,245,1	0,0,0,0,0,0,0,0,0,0	2021	150
394	0,0,0,0,0,0,0,0,0,0,0,1,0	9,86,0,0,0,0,0,0,0,0,0,329,0	0,0,0,0,0,0,34,0,0,0	0,0,0,0,0,47,72,0,0,0	806	150
420	0,0,0,212,0,2,0,1,0,0,80,0,0	0,0,0,126,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,20,0	0,0,0,0,0,4,166,0,0,0	890	150
429	0,0,0,0,0,0,0,0,29,0,105,0,0	0,0,0,0,0,0,0,0,0,0,810,0,0	0,0,0,0,0,0,0,1,0,0	0,70,0,0,0,0,0,0,0,0	359	150
434	0,1,0,81,0,0,0,0,38,0,0,0,0	0,143,5,0,0,0,0,0,12,0,255,45,0	0,0,0,0,0,0,117,0,0,0	0,0,0,0,0,0,17,0,0,0	1022	150
437	0,0,0,0,0,117,0,0,0,0,0,0,0	0,96,0,0,0,0,0,0,0,0,0,0,0	0,27,0,0,0,0,0,7,0,0	0,0,0,0,0,0,0,0,0,0	1438	150
441	0,0,0,0,0,79,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,0	303	150
444	0,53,0,0,0,0,0,0,0,0,181,0,0	0,0,0,0,0,3,0,0,0,0,0,0,0	16,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,2,0	528	150
449	0,0,0,0,0,0,0,0,0,0,0,0,0	0,214,0,0,0,0,0,0,0,0,0,0,0	194,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	228	150
