ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
984	0,0,0,0,0,0,0,0,22,113,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,71,186,0,0,137	0,0,0,0,0,0,79,0,0,0	153	150
990	0,0,0,0,0,18,0,0,23,0,0,0,0	15,93,0,0,0,114,0,0,0,0,0,16,0	0,0,0,0,0,0,0,0,0,0	2,226,0,0,0,39,3,0,0,0	253	150
992	0,95,0,13,0,5,0,0,16,0,0,0,0	0,94,0,198,0,0,0,661,0,7,0,0,0	0,0,0,0,8,0,0,0,0,0	0,0,0,0,0,0,1,0,55,0	316	150
993	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,25,0,0,0,0	0,0,0,0,0,0,2,60,0,0	0,0,0,0,0,0,0,0,0,0	162	150
994	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,2,60,0,0	0,0,0,0,0,0,0,0,0,0	162	150
995	0,0,0,0,0,0,0,0,19,0,0,0,0	0,0,0,0,60,0,0,0,0,0,4,0,0	165,0,0,0,0,0,0,0,0,0	0,0,0,0,17,0,0,0,0,0	153	150
1005	0,0,83,123,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2	172	150
1013	0,10,0,0,0,8,0,421,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	3,45,0,0,0,21,160,134,0,0	0,0,0,0,0,0,206,0,0,0	200	150
1036	0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	154	150
1040	0,0,0,0,0,1,0,0,0,0,266,0,0	0,0,0,0,0,0,0,0,0,0,5,0,0	0,0,0,0,0,0,0,0,81,0	0,0,0,0,0,0,0,0,3,0	153	150
1046	0,0,0,0,0,0,0,7,0,0,0,0,0	0,0,0,0,0,0,0,0,0,114,0,0,0	0,0,0,0,0,0,0,0,23,0	0,0,0,0,0,0,0,143,159,0	173	150
